Date,News
2026-02-23,"Find insight on QBE Insurance, TMBThanachart Bank and more in the latest Market Talks covering Financial Services."
2026-01-05,"Generally speaking the aim of active stock picking is to find companies that provide returns that are superior to the market average. And while active stock picking involves risks (and requires diversification) it can also provide excess returns. For example, the Public Bank Berhad ( KLSE:PBBANK ) share price is up 12% in the last 5 years, clearly besting the market return of around 3.9% (ignoring dividends). On the other hand, the more recent gains haven't been so impressive, with shareholders gaining just 6.2%, including dividends. Let's take a look at the underlying fundamentals over the longer term, and see if they've been consistent with shareholders returns. This technology could replace computers: discover the 20 stocks are working to make quantum computing a reality. To quote Buffett, 'Ships will sail around the world but the Flat Earth Society will flourish. There will continue to be wide discrepancies between price and value in the marketplace...' One imperfect but simple way to consider how the market perception of a company has shifted is to compare the change in the earnings per share (EPS) with the share price movement. During five years of share price growth, Public Bank Berhad achieved compound earnings per share (EPS) growth of 7.0% per year. The EPS growth is more impressive than the yearly share price gain of 2% over the same period. Therefore, it seems the market has become relatively pessimistic about the company. You can see below how EPS has changed over time (discover the exact values by clicking on the image). Dive deeper into Public Bank Berhad's key metrics by checking this interactive graph of Public Bank Berhad's earnings, revenue and cash flow . When looking at investment returns, it is important to consider the difference between total shareholder return (TSR) and share price return . Whereas the share price return only reflects the change in the share price, the TSR includes the value of dividends (assuming they were reinvested) and the benefit of any discounted capital raising or spin-off. So for companies that pay a generous dividend, the TSR is often a lot higher than the share price return. In the case of Public Bank Berhad, it has a TSR of 40% for the last 5 years. That exceeds its share price return that we previously mentioned. This is largely a result of its dividend payments! We're pleased to report that Public Bank Berhad shareholders have received a total shareholder return of 6.2% over one year. Of course, that includes the dividend. Having said that, the five-year TSR of 7% a year, is even better. I find it very interesting to look at share price over the long term as a proxy for business performance. But to truly gain insight, we need to consider other information, too. Even so, be aware that Public Bank Berhad is showing 1 warning sign in our investment analysis , you should know about..."
2025-11-19,"Public Bank Berhad ( KLSE:PBBANK ) just released its third-quarter report and things are looking bullish. Results were good overall, with revenues beating analyst predictions by 2.2% to hit RM3.7b. Statutory earnings per share (EPS) came in at RM0.095, some 4.5% above whatthe analysts had expected. Following the result, the analysts have updated their earnings model, and it would be good to know whether they think there's been a strong change in the company's prospects, or if it's business as usual. So we collected the latest post-earnings statutory consensus estimates to see what could be in store for next year. Trump has pledged to ""unleash"" American oil and gas and these 15 US stocks have developments that are poised to benefit. Taking into account the latest results, the most recent consensus for Public Bank Berhad from 18 analysts is for revenues of RM15.3b in 2026. If met, it would imply a reasonable 4.9% increase on its revenue over the past 12 months. Statutory earnings per share are predicted to accumulate 5.1% to RM0.39. Yet prior to the latest earnings, the analysts had been anticipated revenues of RM15.3b and earnings per share (EPS) of RM0.39 in 2026. The consensus analysts don't seem to have seen anything in these results that would have changed their view on the business, given there's been no major change to their estimates. Check out our latest analysis for Public Bank Berhad The analysts reconfirmed their price target of RM5.01, showing that the business is executing well and in line with expectations. It could also be instructive to look at the range of analyst estimates, to evaluate how different the outlier opinions are from the mean. There are some variant perceptions on Public Bank Berhad, with the most bullish analyst valuing it at RM5.90 and the most bearish at RM4.30 per share. Analysts definitely have varying views on the business, but the spread of estimates is not wide enough in our view to suggest that extreme outcomes could await Public Bank Berhad shareholders. Another way we can view these estimates is in the context of the bigger picture, such as how the forecasts stack up against past performance, and whether forecasts are more or less bullish relative to other companies in the industry . We would highlight that Public Bank Berhad's revenue growth is expected to slow, with the forecast 3.9% annualised growth rate until the end of 2026 being well below the historical 7.2% p.a. growth over the last five years. Compare this against other companies (with analyst forecasts) in the industry, which are in aggregate expected to see revenue growth of 5.9% annually. So it's pretty clear that, while revenue growth is expected to slow down, the wider industry is also expected to grow faster than Public Bank Berhad."
2025-10-09,"Significantly high institutional ownership implies Public Bank Berhad's stock price is sensitive to their trading actions 52% of the business is held by the top 6 shareholders Analyst forecasts along with ownership data serve to give a strong idea about prospects for a business Trump has pledged to ""unleash"" American oil and gas and these 15 US stocks have developments that are poised to benefit. Every investor in Public Bank Berhad ( KLSE:PBBANK ) should be aware of the most powerful shareholder groups. The group holding the most number of shares in the company, around 42% to be precise, is institutions. In other words, the group stands to gain the most (or lose the most) from their investment into the company. Given the vast amount of money and research capacities at their disposal, institutional ownership tends to carry a lot of weight, especially with individual investors. As a result, a sizeable amount of institutional money invested in a firm is generally viewed as a positive attribute. Let's take a closer look to see what the different types of shareholders can tell us about Public Bank Berhad. View our latest analysis for Public Bank Berhad Institutional investors commonly compare their own returns to the returns of a commonly followed index. So they generally do consider buying larger companies that are included in the relevant benchmark index. We can see that Public Bank Berhad does have institutional investors; and they hold a good portion of the company's stock. This implies the analysts working for those institutions have looked at the stock and they like it. But just like anyone else, they could be wrong. It is not uncommon to see a big share price drop if two large institutional investors try to sell out of a stock at the same time. So it is worth checking the past earnings trajectory of Public Bank Berhad, (below). Of course, keep in mind that there are other factors to consider, too. Hedge funds don't have many shares in Public Bank Berhad. Our data shows that Consolidated Teh Holdings Sdn. Bhd. is the largest shareholder with 22% of shares outstanding. With 18% and 4.1% of the shares outstanding respectively, Employees Provident Fund of Malaysia and Kumpulan Wang Persaraan are the second and third largest shareholders. We also observed that the top 6 shareholders account for more than half of the share register, with a few smaller shareholders to balance the interests of the larger ones to a certain extent."
2025-08-29,"Public Bank Berhad ( KLSE:PBBANK ) shareholders are probably feeling a little disappointed, since its shares fell 3.8% to RM4.28 in the week after its latest quarterly results. Results were roughly in line with estimates, with revenues of RM3.7b and statutory earnings per share of RM0.091. This is an important time for investors, as they can track a company's performance in its report, look at what experts are forecasting for next year, and see if there has been any change to expectations for the business. So we gathered the latest post-earnings forecasts to see what estimates suggest is in store for next year. Trump has pledged to ""unleash"" American oil and gas and these 15 US stocks have developments that are poised to benefit. Taking into account the latest results, Public Bank Berhad's 19 analysts currently expect revenues in 2025 to be RM14.6b, approximately in line with the last 12 months. Statutory per-share earnings are expected to be RM0.37, roughly flat on the last 12 months. Yet prior to the latest earnings, the analysts had been anticipated revenues of RM14.7b and earnings per share (EPS) of RM0.38 in 2025. So it's pretty clear that, although the analysts have updated their estimates, there's been no major change in expectations for the business following the latest results. Check out our latest analysis for Public Bank Berhad The analysts reconfirmed their price target of RM5.04, showing that the business is executing well and in line with expectations. That's not the only conclusion we can draw from this data however, as some investors also like to consider the spread in estimates when evaluating analyst price targets. There are some variant perceptions on Public Bank Berhad, with the most bullish analyst valuing it at RM5.75 and the most bearish at RM4.30 per share. With such a narrow range of valuations, the analysts apparently share similar views on what they think the business is worth. One way to get more context on these forecasts is to look at how they compare to both past performance, and how other companies in the same industry are performing. We would highlight that Public Bank Berhad's revenue growth is expected to slow, with the forecast 1.9% annualised growth rate until the end of 2025 being well below the historical 7.2% p.a. growth over the last five years. By way of comparison, the other companies in this industry with analyst coverage are forecast to grow their revenue at 5.9% per year. Factoring in the forecast slowdown in growth, it seems obvious that Public Bank Berhad is also expected to grow slower than other industry participants."
2025-06-24,"Stock pickers are generally looking for stocks that will outperform the broader market. And in our experience, buying the right stocks can give your wealth a significant boost. To wit, the Public Bank Berhad share price has climbed 31% in five years, easily topping the market return of 6.8% (ignoring dividends). However, more recent returns haven't been as impressive as that, with the stock returning just 13% in the last year, including dividends. With that in mind, it's worth seeing if the company's underlying fundamentals have been the driver of long term performance, or if there are some discrepancies. This technology could replace computers: discover the 20 stocks are working to make quantum computing a reality. In his essay The Superinvestors of Graham-and-Doddsville Warren Buffett described how share prices do not always rationally reflect the value of a business. One imperfect but simple way to consider how the market perception of a company has shifted is to compare the change in the earnings per share (EPS) with the share price movement. During five years of share price growth, Public Bank Berhad achieved compound earnings per share (EPS) growth of 6.0% per year. This EPS growth is reasonably close to the 5% average annual increase in the share price. That suggests that the market sentiment around the company hasn't changed much over that time. In fact, the share price seems to largely reflect the EPS growth. You can see how EPS has changed over time in the image below (click on the chart to see the exact values). It might be well worthwhile taking a look at our free report on Public Bank Berhad's earnings, revenue and cash flow . As well as measuring the share price return, investors should also consider the total shareholder return (TSR). The TSR is a return calculation that accounts for the value of cash dividends (assuming that any dividend received was reinvested) and the calculated value of any discounted capital raisings and spin-offs. Arguably, the TSR gives a more comprehensive picture of the return generated by a stock. We note that for Public Bank Berhad the TSR over the last 5 years was 59%, which is better than the share price return mentioned above. And there's no prize for guessing that the dividend payments largely explain the divergence! We're pleased to report that Public Bank Berhad shareholders have received a total shareholder return of 13% over one year. That's including the dividend. That gain is better than the annual TSR over five years, which is 10%. Therefore it seems like sentiment around the company has been positive lately. In the best case scenario, this may hint at some real business momentum, implying that now could be a great time to delve deeper. It's always interesting to track share price performance over the longer term. But to understand Public Bank Berhad better, we need to consider many other factors. Consider for instance, the ever-present spectre of investment risk. We've identified 1 warning sign with Public Bank Berhad , and understanding them should be part of your investment process."
