Date,Open,Close
2024-03-01,3.898111172172616,3.871472835540772
2024-03-04,3.862593430843289,3.818196058273315
2024-03-05,3.8093159068259816,3.8359546661376953
2024-03-06,3.8270753634238055,3.818196058273315
2024-03-07,3.809316329714064,3.818196058273315
2024-03-08,3.800437091406596,3.809316396713257
2024-03-11,3.818196058273315,3.818196058273315
2024-03-12,3.818196175990551,3.827075481414795
2024-03-13,3.863437898906224,3.8361663818359375
2024-03-14,3.8361661557768376,3.845256805419922
2024-03-15,3.8452565322798913,3.88161826133728
2024-03-18,3.88161824405749,3.899799108505249
2024-03-19,3.899799377877193,3.890709161758423
2024-03-20,3.8997993715029775,3.854346990585327
2024-03-21,3.863437898906224,3.8361663818359375
2024-03-22,3.836166124911473,3.854346990585327
2024-03-25,3.854346990585327,3.854346990585327
2024-03-26,3.854347002988695,3.86343765258789
2024-03-27,3.872527857256502,3.827075481414795
2024-03-29,3.827076165123214,3.8361663818359375
2024-04-01,3.836166124911473,3.854346990585327
2024-04-02,3.845256805419922,3.845256805419922
2024-04-03,3.845256607320108,3.781623363494873
2024-04-04,3.7816231055730873,3.827075481414795
2024-04-05,3.827075484464213,3.799803972244263
2024-04-08,3.808894872665405,3.808894872665405
2024-04-09,3.808894872665405,3.808894872665405
2024-04-12,3.80889462080624,3.799803972244263
2024-04-15,3.7907140485306665,3.745261669158936
2024-04-16,3.745261447552117,3.727080583572388
2024-04-17,3.736171448268086,3.772533178329468
2024-04-18,3.772532926549966,3.763442277908325
2024-04-19,3.772533178329468,3.772533178329468
2024-04-22,3.7725328771965976,3.817984819412232
2024-04-23,3.808894617771308,3.827075481414795
2024-04-24,3.8361661372563343,3.86343765258789
2024-04-25,3.872528320883141,3.845256805419922
2024-04-26,3.836165696503548,3.827075481414795
2024-04-29,3.827075484464213,3.799803972244263
2024-04-30,3.799804264325404,3.745261669158936
2024-05-02,3.745261447552117,3.727080583572388
2024-05-03,3.7361714533641983,3.745261669158936
2024-05-06,3.7452613650944335,3.817984819412232
2024-05-07,3.836165696503548,3.827075481414795
2024-05-08,3.817984819412232,3.817984819412232
2024-05-09,3.817984866048153,3.7907137870788574
2024-05-10,3.799803972244263,3.799803972244263
2024-05-13,3.80889462080624,3.799803972244263
2024-05-14,3.799804002246628,3.7907137870788574
2024-05-15,3.79071404336016,3.772533178329468
2024-05-16,3.7725331429450777,3.808894872665405
2024-05-17,3.808894872665405,3.808894872665405
2024-05-20,3.808894872665405,3.808894872665405
2024-05-21,3.808894872665405,3.808894872665405
2024-05-23,3.817984819412232,3.817984819412232
2024-05-24,3.817984866048153,3.7907137870788574
2024-05-27,3.7907140613958847,3.754352331161499
2024-05-28,3.754352318419688,3.745261669158936
2024-05-29,3.745261464528698,3.708899736404419
2024-05-30,3.708899736404419,3.708899736404419
2024-05-31,3.7179903683155175,3.727080583572388
2024-06-04,3.7452616640504246,3.772533178329468
2024-06-05,3.772533196278692,3.754352331161499
2024-06-06,3.754352331161499,3.754352331161499
2024-06-07,3.763442565067327,3.7361714839935294
2024-06-10,3.7452616998627897,3.7361714839935294
2024-06-11,3.7634423285908376,3.708899736404419
2024-06-12,3.708899753381812,3.69071888923645
2024-06-13,3.699809521106344,3.708899736404419
2024-06-14,3.708899736404419,3.708899736404419
2024-06-18,3.708899753381812,3.69071888923645
2024-06-19,3.6907191458967583,3.672538280487061
2024-06-20,3.672538311369933,3.6634480953216553
2024-06-21,3.6725380765325895,3.636176347732544
2024-06-24,3.617995714682185,3.6634480953216553
2024-06-25,3.6634478610655776,3.636176347732544
2024-06-26,3.636176360769504,3.6452670097351074
2024-06-27,3.645266996665555,3.636176347732544
2024-06-28,3.636176330586221,3.6543571949005127
2024-07-01,3.6543574458073502,3.6634480953216553
2024-07-02,3.663448064515224,3.672538280487061
2024-07-03,3.6725380551908615,3.681628704071045
2024-07-04,3.690718919485232,3.681628704071045
2024-07-05,3.681628929924921,3.672538280487061
2024-07-09,3.7452616998627897,3.7361714839935294
2024-07-10,3.7361711989153727,3.763442277908325
2024-07-11,3.763442534214425,3.745261669158936
2024-07-12,3.7452616998627897,3.7361714839935294
2024-07-15,3.736171466044306,3.754352331161499
2024-07-16,3.763442546987087,3.754352331161499
2024-07-17,3.7634422746435776,3.7907137870788574
2024-07-18,3.799804405791613,3.86343765258789
2024-07-19,3.863437640155269,3.854346990585327
2024-07-22,3.85434681808281,3.808894872665405
2024-07-23,3.808894604355496,3.817984819412232
2024-07-24,3.817984835902236,3.799803972244263
2024-07-25,3.790713754127821,3.827075481414795
2024-07-26,3.817984832860061,3.827075481414795
2024-07-29,3.827075908807561,3.854346990585327
2024-07-30,3.8543465632181824,3.799803972244263
2024-07-31,3.7998039692165744,3.827075481414795
2024-08-01,3.827075697760729,3.872528076171875
2024-08-02,3.845256780766481,3.890709161758423
2024-08-05,3.863437521864657,3.754352331161499
2024-08-06,3.7452613650944335,3.817984819412232
2024-08-07,3.817985259237618,3.854346990585327
2024-08-08,3.854347248727442,3.8361663818359375
2024-08-09,3.854346990585327,3.854346990585327
2024-08-12,3.854346778034612,3.872528076171875
2024-08-13,3.872528076171875,3.872528076171875
2024-08-14,3.872528549085005,3.8361663818359375
2024-08-15,3.836165883282544,3.88161826133728
2024-08-16,3.88161824405749,3.899799108505249
2024-08-19,3.8997989248934415,4.1270599365234375
2024-08-20,4.127060085604126,4.245235919952393
2024-08-21,4.227055090012522,4.208874225616455
2024-08-22,4.181602746820618,4.172512531280518
2024-08-23,4.163421934984552,4.117969989776611
2024-08-26,4.117970007463106,4.099789142608643
2024-08-27,4.09978874707837,4.254325866699219
2024-08-28,4.2634164639555205,4.3634114265441895
2024-08-29,4.345231084417343,4.272507190704346
2024-08-30,4.272506663340324,4.381592273712158
2024-09-02,4.38159254922017,4.317959308624268
2024-09-03,4.317959052604078,4.3634114265441895
2024-09-04,4.317959559803191,4.32705020904541
2024-09-05,4.3543210365459295,4.317959308624268
2024-09-06,4.345230821298508,4.317959308624268
2024-09-09,4.30886840442967,4.3634114265441895
2024-09-10,4.3726952816459725,4.46553373336792
2024-09-11,4.456249838470328,4.363410949707031
2024-09-12,4.363411288161004,4.316992282867432
2024-09-13,4.316991948014013,4.363410949707031
2024-09-17,4.35412732644388,4.363410949707031
2024-09-18,4.363411854973638,4.3726959228515625
2024-09-19,4.381978720067813,4.354127407073975
2024-09-20,4.363410949707031,4.363410949707031
2024-09-23,4.35412732644388,4.363410949707031
2024-09-24,4.3634115562368265,4.344843864440918
2024-09-25,4.344843727445974,4.29842472076416
2024-09-26,4.289140870096646,4.335560321807861
2024-09-27,4.326276298387784,4.261289596557617
2024-09-30,4.242721605004356,4.233437538146973
2024-10-01,4.224153612718113,4.2798566818237305
2024-10-02,4.233437270004206,4.205585956573486
2024-10-03,4.205586175979772,4.242721557617188
2024-10-04,4.252004959854234,4.205585956573486
2024-10-07,4.242721605004356,4.233437538146973
2024-10-08,4.242721557617188,4.242721557617188
2024-10-09,4.242721557617188,4.242721557617188
2024-10-10,4.242721557617188,4.242721557617188
2024-10-11,4.149882877221047,4.001341342926025
2024-10-14,4.019908993388264,4.0756120681762695
2024-10-15,4.103463739298086,4.1591668128967285
2024-10-16,4.159166463596472,4.140598773956299
2024-10-17,4.15916643072625,4.214869499206543
2024-10-18,4.242721557617188,4.242721557617188
2024-10-21,4.242721557617188,4.242721557617188
2024-10-22,4.242721686898405,4.224153995513916
2024-10-23,4.23343761986182,4.224153995513916
2024-10-24,4.205586481368281,4.19630241394043
2024-10-25,4.177733974594634,4.094179153442383
2024-10-28,4.103463394675954,4.140598773956299
2024-10-29,4.149882397432065,4.140598773956299
2024-10-30,4.149882655391302,4.103463649749756
2024-11-01,4.08489570503578,4.140598773956299
2024-11-04,4.13131496459695,4.103463649749756
2024-11-05,4.084896351695031,4.112747669219971
2024-11-06,4.112747283021864,4.168450355529785
2024-11-07,4.168449832565279,4.177733898162842
2024-11-08,4.177734422292106,4.168450355529785
2024-11-11,4.159166285748426,4.094179153442383
2024-11-12,4.103463521638364,4.122031211853027
2024-11-13,4.112747410602597,4.149882793426514
2024-11-14,4.159166860476834,4.149882793426514
2024-11-15,4.149882793426514,4.149882793426514
2024-11-18,4.131314455552253,4.177733898162842
2024-11-19,4.168450216045358,4.122031211853027
2024-11-20,4.131314531134801,4.094179153442383
2024-11-21,4.103463779025796,4.084896087646484
2024-11-22,4.094179362050145,4.066328048706055
2024-11-25,4.066328061355288,4.131314754486084
2024-11-26,4.140599429433621,4.112747669219971
2024-11-27,4.112747145401369,4.122031211853027
2024-11-28,4.122030908056007,4.094179153442383
2024-11-29,4.103463786240959,4.149882793426514
2024-12-02,4.140599169064876,4.149882793426514
2024-12-03,4.149882570948492,4.187018394470215
2024-12-04,4.177734200454122,4.205585956573486
2024-12-05,4.205586175979772,4.242721557617188
2024-12-06,4.224153785899908,4.252005100250244
2024-12-09,4.242721254791007,4.214869499206543
2024-12-10,4.205586481368281,4.19630241394043
2024-12-11,4.187018233314368,4.2798566818237305
2024-12-12,4.279856939254604,4.242721557617188
2024-12-13,4.242721557617188,4.242721557617188
2024-12-16,4.242721254791007,4.214869499206543
2024-12-17,4.205586481368281,4.19630241394043
2024-12-18,4.19630211312808,4.168450355529785
2024-12-19,4.140599040620159,4.168450355529785
2024-12-20,4.168450087072238,4.140598773956299
2024-12-23,4.149882962178578,4.19630241394043
2024-12-24,4.19630223709284,4.224153995513916
2024-12-26,4.196301809713112,4.214869499206543
2024-12-27,4.214869800044791,4.242721557617188
2024-12-30,4.224153565297577,4.214869499206543
2024-12-31,4.205586222952172,4.233437538146973
2025-01-02,4.224153565297577,4.214869499206543
2025-01-03,4.214869275175866,4.177733898162842
2025-01-06,4.187018394470215,4.187018394470215
2025-01-07,4.177734327917619,4.187018394470215
2025-01-08,4.177734200455492,4.131314754486084
2025-01-09,4.14059890206769,4.122031211853027
2025-01-10,4.122031211853027,4.122031211853027
2025-01-13,4.11274706463605,4.131314754486084
2025-01-14,4.131315094750421,4.084896087646484
2025-01-15,4.094179711991799,4.084896087646484
2025-01-16,4.122031518510618,4.0756120681762695
2025-01-17,4.075611764972043,4.122031211853027
2025-01-20,4.122031560885076,4.001341342926025
2025-01-21,4.0106254969457344,4.057044506072998
2025-01-22,4.057044329233178,4.084896087646484
2025-01-23,4.075611930578003,4.029192924499512
2025-01-24,4.019908905029297,4.019908905029297
2025-01-27,4.029192669121504,4.066328048706055
2025-01-28,4.066328573511671,4.057044506072998
2025-01-31,4.029193101950687,4.001341342926025
2025-02-03,3.973489506842773,4.010624885559082
2025-02-04,4.010625322129242,4.084896087646484
2025-02-05,4.084895831423702,4.122031211853027
2025-02-06,4.122031130905389,4.131314754486084
2025-02-07,4.131314754486084,4.131314754486084
2025-02-10,4.131314754486084,4.131314754486084
2025-02-12,4.159166209656329,4.177733898162842
2025-02-13,4.168450134186152,4.131314754486084
2025-02-14,4.140599040620159,4.168450355529785
2025-02-17,4.140599169064876,4.149882793426514
2025-02-18,4.149882144058767,4.177733898162842
2025-02-19,4.177734120219681,4.214869499206543
2025-02-20,4.19630211312808,4.168450355529785
2025-02-21,4.159166209656329,4.177733898162842
2025-02-24,4.149882793426514,4.149882793426514
2025-02-25,4.140598773956299,4.140598773956299
2025-02-26,4.149882787287274,4.224153995513916
2025-02-27,4.214869803964054,4.168450355529785
2025-02-28,4.149882444334757,4.205585956573486
2025-03-03,4.205586222952172,4.233437538146973
2025-03-04,4.224153646423514,4.205585956573486
2025-03-05,4.214869888972747,4.29842472076416
2025-03-06,4.298424981228771,4.261289596557617
2025-03-07,4.261289378282895,4.224153995513916
2025-03-10,4.224153995513916,4.224153995513916
2025-03-11,4.19630241394043,4.19630241394043
2025-03-12,4.186786833747885,4.120178699493408
2025-03-13,4.129694082794807,4.262909889221191
2025-03-14,4.234363418121584,4.262909889221191
2025-03-17,4.272425253295982,4.320002555847168
