Date,News
2026-02-05,"Khairussaleh Ramli, President and Group CEO at Maybank, says Malaysia's central bank is likely to keep interest rates steady this year even as economic growth is set to moderate. He speaks with Avril Hong from the sidelines of the Malaysia Economic Forum."
2025-12-03,"Generally speaking the aim of active stock picking is to find companies that provide returns that are superior to the market average. Buying under-rated businesses is one path to excess returns. For example, long term Malayan Banking Berhad (KLSE:MAYBANK) shareholders have enjoyed a 25% share price rise over the last half decade, well in excess of the market return of around 0.7% (not including dividends). However, more recent returns haven't been as impressive as that, with the stock returning just 8.0% in the last year, including dividends. On the back of a solid 7-day performance, let's check what role the company's fundamentals have played in driving long term shareholder returns. Trump has pledged to ""unleash"" American oil and gas and these 15 US stocks have developments that are poised to benefit. To paraphrase Benjamin Graham: Over the short term the market is a voting machine, but over the long term it's a weighing machine. One imperfect but simple way to consider how the market perception of a company has shifted is to compare the change in the earnings per share (EPS) with the share price movement. During five years of share price growth, Malayan Banking Berhad achieved compound earnings per share (EPS) growth of 5.5% per year. This EPS growth is reasonably close to the 5% average annual increase in the share price. That suggests that the market sentiment around the company hasn't changed much over that time. In fact, the share price seems to largely reflect the EPS growth. The image below shows how EPS has tracked over time (if you click on the image you can see greater detail). This free interactive report on Malayan Banking Berhad's earnings, revenue and cash flow is a great place to start, if you want to investigate the stock further. When looking at investment returns, it is important to consider the difference between total shareholder return (TSR) and share price return. The TSR is a return calculation that accounts for the value of cash dividends (assuming that any dividend received was reinvested) and the calculated value of any discounted capital raisings and spin-offs. It's fair to say that the TSR gives a more complete picture for stocks that pay a dividend. As it happens, Malayan Banking Berhad's TSR for the last 5 years was 78%, which exceeds the share price return mentioned earlier. The dividends paid by the company have thusly boosted the total shareholder return. It's good to see that Malayan Banking Berhad has rewarded shareholders with a total shareholder return of 8.0% in the last twelve months. And that does include the dividend. However, the TSR over five years, coming in at 12% per year, is even more impressive. Potential buyers might understandably feel they've missed the opportunity, but it's always possible business is still firing on all cylinders. While it is well worth considering the different impacts that market conditions can have on the share price, there are other factors that are even more important. Take risks, for example - Malayan Banking Berhad has   1 warning sign   we think you should be aware of."
2025-11-01,"Given the large stake in the stock by institutions, Malayan Banking Berhad's stock price might be vulnerable to their trading decisions The top 2 shareholders own 52% of the company Analyst forecasts along with ownership data serve to give a strong idea about prospects for a business We've found 21 US stocks that are forecast to pay a dividend yield of over 6% next year. See the full list for free. A look at the shareholders of Malayan Banking Berhad (KLSE:MAYBANK) can tell us which group is most powerful. We can see that institutions own the lion's share in the company with 68% ownership. Put another way, the group faces the maximum upside potential (or downside risk). Since institutional have access to huge amounts of capital, their market moves tend to receive a lot of scrutiny by retail or individual investors. As a result, a sizeable amount of institutional money invested in a firm is generally viewed as a positive attribute. In the chart below, we zoom in on the different ownership groups of Malayan Banking Berhad. View our latest analysis for Malayan Banking Berhad Institutional investors commonly compare their own returns to the returns of a commonly followed index. So they generally do consider buying larger companies that are included in the relevant benchmark index. We can see that Malayan Banking Berhad does have institutional investors; and they hold a good portion of the company's stock. This implies the analysts working for those institutions have looked at the stock and they like it. But just like anyone else, they could be wrong. If multiple institutions change their view on a stock at the same time, you could see the share price drop fast. It's therefore worth looking at Malayan Banking Berhad's earnings history below. Of course, the future is what really matters. Institutional investors own over 50% of the company, so together than can probably strongly influence board decisions. Hedge funds don't have many shares in Malayan Banking Berhad. Permodalan Nasional Berhad is currently the company's largest shareholder with 41% of shares outstanding. Meanwhile, the second and third largest shareholders, hold 11% and 5.4%, of the shares outstanding, respectively. To make our study more interesting, we found that the top 2 shareholders have a majority ownership in the company, meaning that they are powerful enough to influence the decisions of the company. While studying institutional ownership for a company can add value to your research, it is also a good practice to research analyst recommendations to get a deeper understand of a stock's expected performance. There are plenty of analysts covering the stock, so it might be worth seeing what they are forecasting, too."
2025-08-30,"Malayan Banking Berhad (KLSE:MAYBANK) has announced that it will pay a dividend of MYR0.30 per share on the 26th of September. This takes the dividend yield to 6.2%, which shareholders will be pleased with. AI is about to change healthcare. These 20 stocks are working on everything from early diagnostics to drug discovery. The best part - they are all under $10bn in marketcap - there is still time to get in early. Impressive dividend yields are good, but this doesn't matter much if the payments can't be sustained. Malayan Banking Berhad has a long history of paying out dividends, with its current track record at a minimum of 10 years. Taking data from its last earnings report, calculating for the company's payout ratio shows 73%, which means that Malayan Banking Berhad would be able to pay its last dividend without pressure on the balance sheet. Looking forward, EPS is forecast to rise by 10.0% over the next 3 years. The future payout ratio could be 73% over that time period, according to analyst estimates, which is a good look for the future of the dividend. Check out our latest analysis for Malayan Banking Berhad The company's dividend history has been marked by instability, with at least one cut in the last 10 years. The annual payment during the last 10 years was MYR0.55 in 2015, and the most recent fiscal year payment was MYR0.61. This implies that the company grew its distributions at a yearly rate of about 1.0% over that duration. It's encouraging to see some dividend growth, but the dividend has been cut at least once, and the size of the cut would eliminate most of the growth anyway, which makes this less attractive as an income investment. With a relatively unstable dividend, it's even more important to evaluate if earnings per share is growing, which could point to a growing dividend in the future. It's encouraging to see that Malayan Banking Berhad has been growing its earnings per share at 5.2% a year over the past five years. The payout ratio is very much on the higher end, which could mean that the growth rate will slow down in the future, and that could flow through to the dividend as well. Overall, it's great to see the dividend being raised and that it is still in a sustainable range. The dividend has been at reasonable levels historically, but that hasn't translated into a consistent payment. Taking all of this into consideration, the dividend looks viable moving forward, but investors should be mindful that the company has pushed the boundaries of sustainability in the past and may do so again."
2025-08-06,"Maybank, a financial services provider in Malaysia, has teamed up with Microsoft to enhance its digital capabilities and improve customer service. Hubbis reported that the agreement, valued at around RM1bn ($236m) over a five-year period, will involve the integration of Microsoft’s collaboration tools, cloud infrastructure, AI technologies, and security features. As part of the collaboration, Maybank will transition to Microsoft 365 and utilise Microsoft Azure as a key cloud platform for various strategic operations and data management. This shift aims to provide a secure framework that supports real-time data analysis and accelerates the introduction of new services. To further enhance operational efficiency, Maybank plans to deploy Microsoft 365 Copilot across its workforce of 44,000 employees. This tool is intended to assist staff by automating complex tasks, thereby facilitating innovation and improving customer interactions. Additionally, Maybank will strengthen its cybersecurity measures through Microsoft’s security offerings, ensuring comprehensive data protection. The collaboration will focus on workforce development, with plans to establish a Centre of Excellence. Maybank president and Group CEO Khairussaleh Ramli noted: “This strategic partnership with Microsoft is a leap forward in our digital transformation journey beyond our M25+ strategy. It’s not just about technology; it’s about thinking ahead on how we can better serve our customers, improving our ways of working, and accelerating innovations. “With the right technology strengthening our core parts of our business, we are building a truly agile, faster, and more competitive environment for sustainable growth and long-term value creation for all our stakeholders and customers.” The initiative aims to foster joint efforts in developing cloud and AI innovations while cultivating internal talent in these areas. Microsoft ASEAN president Mayank Wadhwa said: “Malaysia stands at a pivotal moment in its digital journey, and Maybank is leading by example. “By embedding intelligence into the core of financial services, Maybank is transforming how it serves its customers while setting a powerful example for the industry across ASEAN. “At Microsoft, we are committed to supporting this bold vision, one that humanises innovation, empowers people, and accelerates inclusive economic growth for the region.” ""Malaysia’s Maybank taps Microsoft for digital transformation"" was originally created and published by Retail Banker International, a GlobalData owned brand."
